,cell_num,file_name,mh score,kg score
2830,7,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell7.jpg,3,3
2831,8,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell8.jpg,3,3
2832,9,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell9.jpg,3,4
2833,10,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell10.jpg,3,4
2834,11,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell11.jpg,3,3
2835,12,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell12.jpg,3,3
2836,13,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell13.jpg,3,4
2837,14,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell14.jpg,3,3
2838,15,5500000013_63X_20190807_S2_P29_C2_annotations_corrected.Actn2_cell15.jpg,3,3
2839,1,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell1.jpg,4,4
2840,2,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell2.jpg,1,1
2841,3,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell3.jpg,3,3
2842,4,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell4.jpg,1,1
2843,5,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2844,6,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell6.jpg,3,3
2845,7,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell7.jpg,3,3
2846,8,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell8.jpg,3,3
2847,9,5500000013_63X_20190807_S2_P29_C3_annotations_corrected.Actn2_cell9.jpg,0,0
2848,1,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell1.jpg,3,3
2849,2,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell2.jpg,3,4
2850,3,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell3.jpg,4,5
2851,4,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell4.jpg,2,2
2852,5,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell5.jpg,3,4
2853,6,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell6.jpg,3,4
2854,7,5500000013_63X_20190807_S2_P29_C4_annotations_corrected.Actn2_cell7.jpg,2,2
2855,1,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell1.jpg,3,3
2856,2,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell2.jpg,3,3
2857,3,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell3.jpg,3,3
2858,4,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell4.jpg,3,4
2859,5,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell5.jpg,3,2
2860,6,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell6.jpg,3,2
2861,7,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell7.jpg,3,3
2862,8,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell8.jpg,3,3
2863,9,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell9.jpg,3,2
2864,10,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell10.jpg,3,3
2865,11,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell11.jpg,3,3
2866,12,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell12.jpg,3,3
2867,13,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell13.jpg,3,4
2868,14,5500000013_63X_20190807_S2_P29_C5_annotations_corrected.Actn2_cell14.jpg,3,3
2869,1,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell1.jpg,3,3
2870,2,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell2.jpg,3,4
2871,3,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell3.jpg,0,0
2872,4,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell4.jpg,3,2
2873,5,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell5.jpg,3,3
2874,6,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell6.jpg,3,3
2875,7,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell7.jpg,3,3
2876,8,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell8.jpg,3,4
2877,9,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell9.jpg,-1,-1
2878,10,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell10.jpg,3,3
2879,11,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell11.jpg,1,2
2880,12,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell12.jpg,3,3
2881,13,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell13.jpg,3,2
2882,14,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell14.jpg,2,2
2883,15,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell15.jpg,2,1
2884,16,5500000013_63X_20190807_S2_P30_C2_annotations_corrected.Actn2_cell16.jpg,3,2
2885,1,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell1.jpg,3,2
2886,2,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell2.jpg,3,3
2887,3,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell3.jpg,3,3
2888,4,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell4.jpg,3,2
2889,5,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell5.jpg,3,3
2890,6,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell6.jpg,3,4
2891,7,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell7.jpg,5,4
2892,8,5500000013_63X_20190807_S2_P30_C3_annotations_corrected.Actn2_cell8.jpg,3,4
2893,1,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell1.jpg,3,4
2894,2,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell2.jpg,3,3
2895,3,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell3.jpg,3,3
2896,4,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell4.jpg,3,3
2897,5,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell5.jpg,3,4
2898,6,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell6.jpg,3,4
2899,7,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell7.jpg,3,3
2900,8,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell8.jpg,3,4
2901,9,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell9.jpg,3,4
2902,10,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell10.jpg,3,4
2903,11,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell11.jpg,3,3
2904,12,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell12.jpg,3,3
2905,13,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell13.jpg,3,3
2906,14,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell14.jpg,3,3
2907,15,5500000013_63X_20190807_S2_P30_C4_annotations_corrected.Actn2_cell15.jpg,3,3
2908,1,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell1.jpg,3,3
2909,2,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell2.jpg,1,1
2910,3,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell3.jpg,3,4
2911,4,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell4.jpg,3,2
2912,5,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell5.jpg,3,3
2913,6,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell6.jpg,3,2
2914,7,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell7.jpg,3,3
2915,8,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell8.jpg,3,3
2916,9,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell9.jpg,3,3
2917,10,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell10.jpg,3,2
2918,11,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell11.jpg,2,2
2919,12,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell12.jpg,3,3
2920,13,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell13.jpg,3,3
2921,14,5500000013_63X_20190807_S2_P30_C5_annotations_corrected.Actn2_cell14.jpg,3,3
2922,1,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell1.jpg,0,0
2923,2,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell2.jpg,4,4
2924,3,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell3.jpg,4,4
2925,4,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell4.jpg,4,4
2926,5,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell5.jpg,4,4
2927,6,5500000014_63X_20190816_S1_P1_B2_annotations_corrected.Actn2_cell6.jpg,3,3
2928,1,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell1.jpg,5,4
2929,2,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell2.jpg,4,4
2930,3,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell3.jpg,4,4
2931,4,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell4.jpg,3,3
2932,5,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell5.jpg,4,4
2933,6,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell6.jpg,3,3
2934,7,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell7.jpg,4,3
2935,8,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell8.jpg,3,3
2936,9,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell9.jpg,3,3
2937,10,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell10.jpg,5,5
2938,11,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell11.jpg,4,4
2939,12,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell12.jpg,3,2
2940,13,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell13.jpg,4,3
2941,14,5500000014_63X_20190816_S1_P1_B3_annotations_corrected.Actn2_cell14.jpg,3,3
2942,1,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell1.jpg,3,3
2943,2,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell2.jpg,4,4
2944,3,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell3.jpg,3,2
2945,4,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell4.jpg,3,3
2946,5,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell5.jpg,2,2
2947,6,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell6.jpg,2,2
2948,7,5500000014_63X_20190816_S1_P1_B4_annotations_corrected.Actn2_cell7.jpg,3,3
2949,1,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell1.jpg,3,3
2950,2,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell2.jpg,4,4
2951,3,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell3.jpg,3,3
2952,4,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell4.jpg,3,3
2953,5,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell5.jpg,3,3
2954,6,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell6.jpg,3,3
2955,7,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell7.jpg,3,3
2956,8,5500000014_63X_20190816_S1_P1_B5_annotations_corrected.Actn2_cell8.jpg,2,2
2957,1,5500000014_63X_20190816_S1_P2_B2_annotations_corrected.Actn2_cell1.jpg,2,3
2958,2,5500000014_63X_20190816_S1_P2_B2_annotations_corrected.Actn2_cell2.jpg,4,5
2959,3,5500000014_63X_20190816_S1_P2_B2_annotations_corrected.Actn2_cell3.jpg,0,0
2960,4,5500000014_63X_20190816_S1_P2_B2_annotations_corrected.Actn2_cell4.jpg,3,3
2961,5,5500000014_63X_20190816_S1_P2_B2_annotations_corrected.Actn2_cell5.jpg,3,3
2962,1,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell1.jpg,4,4
2963,2,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell2.jpg,4,4
2964,3,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell3.jpg,3,3
2965,4,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell4.jpg,3,4
2966,5,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell5.jpg,4,4
2967,6,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell6.jpg,4,4
2968,7,5500000014_63X_20190816_S1_P2_B3_annotations_corrected.Actn2_cell7.jpg,3,4
2969,1,5500000014_63X_20190816_S1_P2_B4_annotations_corrected.Actn2_cell1.jpg,4,4
2970,2,5500000014_63X_20190816_S1_P2_B4_annotations_corrected.Actn2_cell2.jpg,4,5
2971,1,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell1.jpg,4,4
2972,2,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell2.jpg,4,4
2973,3,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell3.jpg,4,4
2974,4,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell4.jpg,4,3
2975,5,5500000014_63X_20190816_S1_P2_B5_annotations_corrected.Actn2_cell5.jpg,1,1
2976,1,5500000014_63X_20190816_S1_P3_B2_annotations_corrected.Actn2_cell1.jpg,1,1
2977,1,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell1.jpg,3,4
2978,2,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell2.jpg,5,4
2979,3,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell3.jpg,4,3
2980,4,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell4.jpg,0,1
2981,5,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell5.jpg,1,1
2982,6,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell6.jpg,3,3
2983,7,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell7.jpg,2,2
2984,8,5500000014_63X_20190816_S1_P3_B3_annotations_corrected.Actn2_cell8.jpg,2,1
2985,1,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell1.jpg,-1,-1
2986,2,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell2.jpg,3,4
2987,3,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell3.jpg,5,5
2988,4,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell4.jpg,5,4
2989,5,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell5.jpg,4,4
2990,6,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell6.jpg,3,3
2991,7,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell7.jpg,4,4
2992,8,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell8.jpg,4,4
2993,9,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell9.jpg,3,4
2994,10,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell10.jpg,3,4
2995,11,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell11.jpg,4,4
2996,12,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell12.jpg,4,4
2997,13,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell13.jpg,4,3
2998,14,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell14.jpg,4,4
2999,15,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell15.jpg,4,4
3000,16,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell16.jpg,3,3
3001,17,5500000014_63X_20190816_S1_P3_B4_annotations_corrected.Actn2_cell17.jpg,3,3
3002,1,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell1.jpg,4,4
3003,2,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3004,3,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell3.jpg,3,3
3005,4,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell4.jpg,3,4
3006,5,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell5.jpg,4,4
3007,6,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell6.jpg,4,4
3008,7,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell7.jpg,4,4
3009,8,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell8.jpg,4,4
3010,9,5500000014_63X_20190816_S1_P3_B5_annotations_corrected.Actn2_cell9.jpg,3,3
3011,1,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell1.jpg,4,3
3012,2,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell2.jpg,4,4
3013,3,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell3.jpg,0,1
3014,4,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell4.jpg,4,3
3015,5,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell5.jpg,5,4
3016,6,5500000014_63X_20190816_S1_P4_B2_annotations_corrected.Actn2_cell6.jpg,5,4
3017,1,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell1.jpg,3,3
3018,2,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3019,3,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell3.jpg,3,3
3020,4,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell4.jpg,5,5
3021,5,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell5.jpg,3,4
3022,6,5500000014_63X_20190816_S1_P4_B3_annotations_corrected.Actn2_cell6.jpg,3,4
3023,1,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell1.jpg,4,3
3024,2,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3025,3,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell3.jpg,5,5
3026,4,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell4.jpg,4,4
3027,5,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell5.jpg,3,3
3028,6,5500000014_63X_20190816_S1_P4_B4_annotations_corrected.Actn2_cell6.jpg,0,0
3029,1,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell1.jpg,4,3
3030,2,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell2.jpg,3,3
3031,3,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell3.jpg,3,4
3032,4,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell4.jpg,4,3
3033,5,5500000014_63X_20190816_S1_P4_B5_annotations_corrected.Actn2_cell5.jpg,3,2
3034,1,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell1.jpg,3,3
3035,2,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell2.jpg,3,3
3036,3,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell3.jpg,0,0
3037,4,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell4.jpg,4,3
3038,5,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell5.jpg,4,3
3039,6,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell6.jpg,0,0
3040,7,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell7.jpg,4,3
3041,8,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell8.jpg,4,4
3042,9,5500000014_63X_20190816_S1_P5_B2_annotations_corrected.Actn2_cell9.jpg,3,3
3043,1,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell1.jpg,3,3
3044,2,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell2.jpg,3,3
3045,3,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell3.jpg,4,4
3046,4,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell4.jpg,3,3
3047,5,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell5.jpg,3,4
3048,6,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell6.jpg,3,4
3049,7,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell7.jpg,3,3
3050,8,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell8.jpg,3,4
3051,9,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell9.jpg,3,3
3052,10,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell10.jpg,4,4
3053,11,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell11.jpg,3,4
3054,12,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell12.jpg,3,3
3055,13,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell13.jpg,5,4
3056,14,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell14.jpg,4,3
3057,15,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell15.jpg,4,4
3058,16,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell16.jpg,4,3
3059,17,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell17.jpg,4,4
3060,18,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell18.jpg,3,3
3061,19,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell19.jpg,3,4
3062,20,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell20.jpg,4,4
3063,21,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell21.jpg,4,4
3064,22,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell22.jpg,4,4
3065,23,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell23.jpg,3,3
3066,24,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell24.jpg,3,3
3067,25,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell25.jpg,3,3
3068,26,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell26.jpg,2,2
3069,27,5500000014_63X_20190816_S1_P5_B3_annotations_corrected.Actn2_cell27.jpg,3,3
3070,1,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell1.jpg,4,3
3071,2,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell2.jpg,4,4
3072,3,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell3.jpg,3,3
3073,4,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell4.jpg,3,3
3074,5,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell5.jpg,3,2
3075,6,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell6.jpg,3,3
3076,7,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell7.jpg,4,3
3077,8,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell8.jpg,3,3
3078,9,5500000014_63X_20190816_S1_P5_B4_annotations_corrected.Actn2_cell9.jpg,5,5
3079,1,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell1.jpg,4,4
3080,2,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell2.jpg,3,4
3081,3,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell3.jpg,3,3
3082,4,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell4.jpg,4,4
3083,5,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell5.jpg,4,4
3084,6,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell6.jpg,4,3
3085,7,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell7.jpg,3,4
3086,8,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell8.jpg,3,3
3087,9,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell9.jpg,3,3
3088,10,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell10.jpg,3,4
3089,11,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell11.jpg,3,4
3090,12,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell12.jpg,5,5
3091,13,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell13.jpg,3,3
3092,14,5500000014_63X_20190816_S1_P5_B5_annotations_corrected.Actn2_cell14.jpg,2,2
3093,1,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell1.jpg,3,4
3094,2,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell2.jpg,1,2
3095,3,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell3.jpg,4,3
3096,4,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell4.jpg,4,4
3097,5,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell5.jpg,3,3
3098,6,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell6.jpg,4,3
3099,7,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell7.jpg,4,4
3100,8,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell8.jpg,4,4
3101,9,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell9.jpg,3,3
3102,10,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell10.jpg,3,3
3103,11,5500000014_63X_20190816_S1_P6_B2_annotations_corrected.Actn2_cell11.jpg,3,3
