,cell_num,file_name,mh Score,kg score
1577,2,5500000013_63X_20190807_S2_P3_C3_annotations_corrected.Actn2_cell2.jpg,3,3
1578,3,5500000013_63X_20190807_S2_P3_C3_annotations_corrected.Actn2_cell3.jpg,3,4
1579,4,5500000013_63X_20190807_S2_P3_C3_annotations_corrected.Actn2_cell4.jpg,2,3
1580,5,5500000013_63X_20190807_S2_P3_C3_annotations_corrected.Actn2_cell5.jpg,5,4
1581,1,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell1.jpg,3,4
1582,2,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell2.jpg,3,3
1583,3,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell3.jpg,4,4
1584,4,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell4.jpg,3,4
1585,5,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell5.jpg,3,3
1586,6,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell6.jpg,3,3
1587,7,5500000013_63X_20190807_S2_P3_C4_annotations_corrected.Actn2_cell7.jpg,3,3
1588,1,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell1.jpg,3,4
1589,2,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1590,3,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell3.jpg,3,4
1591,4,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell4.jpg,3,4
1592,5,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell5.jpg,3,3
1593,6,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell6.jpg,3,3
1594,7,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell7.jpg,3,3
1595,8,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell8.jpg,3,3
1596,9,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell9.jpg,3,3
1597,10,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell10.jpg,3,3
1598,11,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell11.jpg,3,4
1599,12,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell12.jpg,3,3
1600,13,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell13.jpg,3,3
1601,14,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell14.jpg,3,3
1602,15,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell15.jpg,3,4
1603,16,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell16.jpg,3,4
1604,17,5500000013_63X_20190807_S2_P3_C5_annotations_corrected.Actn2_cell17.jpg,3,3
1605,1,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell1.jpg,3,3
1606,2,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell2.jpg,3,4
1607,3,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell3.jpg,0,0
1608,4,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell4.jpg,3,3
1609,5,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell5.jpg,3,4
1610,6,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell6.jpg,3,3
1611,7,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell7.jpg,0,0
1612,8,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell8.jpg,3,3
1613,9,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell9.jpg,3,4
1614,10,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell10.jpg,3,3
1615,11,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell11.jpg,3,3
1616,12,5500000013_63X_20190807_S2_P4_C2_annotations_corrected.Actn2_cell12.jpg,3,2
1617,1,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell1.jpg,3,3
1618,2,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell2.jpg,3,3
1619,3,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell3.jpg,3,3
1620,4,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell4.jpg,3,3
1621,5,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell5.jpg,2,2
1622,6,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell6.jpg,3,3
1623,7,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell7.jpg,2,2
1624,8,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell8.jpg,3,3
1625,9,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell9.jpg,3,3
1626,10,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell10.jpg,3,3
1627,11,5500000013_63X_20190807_S2_P4_C3_annotations_corrected.Actn2_cell11.jpg,3,3
1628,1,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell1.jpg,3,3
1629,2,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell2.jpg,3,4
1630,3,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell3.jpg,2,3
1631,4,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell4.jpg,3,3
1632,5,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell5.jpg,1,2
1633,6,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell6.jpg,4,4
1634,7,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell7.jpg,3,4
1635,8,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell8.jpg,3,3
1636,9,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell9.jpg,4,4
1637,10,5500000013_63X_20190807_S2_P4_C4_annotations_corrected.Actn2_cell10.jpg,4,4
1638,1,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell1.jpg,2,3
1639,2,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1640,3,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell3.jpg,3,3
1641,4,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell4.jpg,3,3
1642,5,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell5.jpg,3,3
1643,6,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell6.jpg,3,3
1644,7,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell7.jpg,1,2
1645,8,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell8.jpg,3,2
1646,9,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell9.jpg,3,2
1647,10,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell10.jpg,2,2
1648,11,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell11.jpg,3,3
1649,12,5500000013_63X_20190807_S2_P4_C5_annotations_corrected.Actn2_cell12.jpg,3,3
1650,1,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell1.jpg,2,2
1651,2,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell2.jpg,3,3
1652,3,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell3.jpg,3,3
1653,4,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell4.jpg,3,3
1654,5,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell5.jpg,3,3
1655,6,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell6.jpg,3,3
1656,7,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell7.jpg,3,3
1657,8,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell8.jpg,3,3
1658,9,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell9.jpg,3,3
1659,10,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell10.jpg,3,3
1660,11,5500000013_63X_20190807_S2_P5_C2_annotations_corrected.Actn2_cell11.jpg,3,4
1661,1,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell1.jpg,4,4
1662,2,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell2.jpg,3,3
1663,3,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell3.jpg,3,3
1664,4,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell4.jpg,2,2
1665,5,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell5.jpg,2,3
1666,6,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell6.jpg,1,1
1667,7,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell7.jpg,3,3
1668,8,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell8.jpg,3,4
1669,9,5500000013_63X_20190807_S2_P5_C3_annotations_corrected.Actn2_cell9.jpg,4,4
1670,1,5500000013_63X_20190807_S2_P5_C4_annotations_corrected.Actn2_cell1.jpg,3,3
1671,2,5500000013_63X_20190807_S2_P5_C4_annotations_corrected.Actn2_cell2.jpg,2,2
1672,3,5500000013_63X_20190807_S2_P5_C4_annotations_corrected.Actn2_cell3.jpg,3,3
1673,4,5500000013_63X_20190807_S2_P5_C4_annotations_corrected.Actn2_cell4.jpg,3,4
1674,5,5500000013_63X_20190807_S2_P5_C4_annotations_corrected.Actn2_cell5.jpg,3,3
1675,1,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell1.jpg,3,2
1676,2,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1677,3,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell3.jpg,3,3
1678,4,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell4.jpg,0,0
1679,5,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell5.jpg,3,3
1680,6,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell6.jpg,0,0
1681,7,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell7.jpg,3,4
1682,8,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell8.jpg,3,3
1683,9,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell9.jpg,3,4
1684,10,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell10.jpg,3,4
1685,11,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell11.jpg,3,3
1686,12,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell12.jpg,0,1
1687,13,5500000013_63X_20190807_S2_P5_C5_annotations_corrected.Actn2_cell13.jpg,0,1
1688,1,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell1.jpg,3,3
1689,2,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell2.jpg,3,3
1690,3,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell3.jpg,3,2
1691,4,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell4.jpg,3,3
1692,5,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell5.jpg,3,3
1693,6,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell6.jpg,3,3
1694,7,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell7.jpg,2,2
1695,8,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell8.jpg,3,2
1696,9,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell9.jpg,3,3
1697,10,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell10.jpg,1,2
1698,11,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell11.jpg,2,3
1699,12,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell12.jpg,3,3
1700,13,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell13.jpg,3,2
1701,14,5500000013_63X_20190807_S2_P6_C2_annotations_corrected.Actn2_cell14.jpg,3,3
1702,1,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell1.jpg,3,4
1703,2,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell2.jpg,-1,-1
1704,3,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell3.jpg,3,3
1705,4,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell4.jpg,4,4
1706,5,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell5.jpg,3,3
1707,6,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell6.jpg,3,3
1708,7,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell7.jpg,2,2
1709,8,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell8.jpg,3,3
1710,9,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell9.jpg,3,3
1711,10,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell10.jpg,3,3
1712,11,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell11.jpg,3,4
1713,12,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell12.jpg,3,3
1714,13,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell13.jpg,3,3
1715,14,5500000013_63X_20190807_S2_P6_C3_annotations_corrected.Actn2_cell14.jpg,3,3
1716,1,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell1.jpg,0,0
1717,2,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell2.jpg,3,3
1718,3,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell3.jpg,1,2
1719,4,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell4.jpg,3,4
1720,5,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell5.jpg,4,4
1721,6,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell6.jpg,4,4
1722,7,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell7.jpg,4,4
1723,8,5500000013_63X_20190807_S2_P6_C4_annotations_corrected.Actn2_cell8.jpg,0,0
1724,1,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell1.jpg,3,2
1725,2,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1726,3,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell3.jpg,3,2
1727,4,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell4.jpg,3,3
1728,5,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell5.jpg,3,2
1729,6,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell6.jpg,3,3
1730,7,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell7.jpg,3,3
1731,8,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell8.jpg,3,3
1732,9,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell9.jpg,3,2
1733,10,5500000013_63X_20190807_S2_P6_C5_annotations_corrected.Actn2_cell10.jpg,3,3
1734,1,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell1.jpg,3,2
1735,2,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell2.jpg,3,3
1736,3,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell3.jpg,3,3
1737,4,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell4.jpg,2,1
1738,5,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell5.jpg,3,2
1739,6,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell6.jpg,3,3
1740,7,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell7.jpg,3,2
1741,8,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell8.jpg,3,4
1742,9,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell9.jpg,3,4
1743,10,5500000013_63X_20190807_S2_P7_C2_annotations_corrected.Actn2_cell10.jpg,3,3
1744,1,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell1.jpg,3,2
1745,2,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell2.jpg,0,0
1746,3,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell3.jpg,3,3
1747,4,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell4.jpg,3,3
1748,5,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell5.jpg,1,2
1749,6,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell6.jpg,3,3
1750,7,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell7.jpg,3,3
1751,8,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell8.jpg,3,4
1752,9,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell9.jpg,3,3
1753,10,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell10.jpg,3,3
1754,11,5500000013_63X_20190807_S2_P7_C3_annotations_corrected.Actn2_cell11.jpg,2,2
1755,1,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell1.jpg,3,2
1756,2,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell2.jpg,1,1
1757,3,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell3.jpg,3,3
1758,4,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell4.jpg,3,4
1759,5,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell5.jpg,1,1
1760,6,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell6.jpg,2,2
1761,7,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell7.jpg,3,4
1762,8,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell8.jpg,2,2
1763,9,5500000013_63X_20190807_S2_P7_C4_annotations_corrected.Actn2_cell9.jpg,3,3
1764,1,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell1.jpg,3,3
1765,2,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1766,3,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell3.jpg,3,3
1767,4,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell4.jpg,3,3
1768,5,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell5.jpg,3,3
1769,6,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell6.jpg,3,3
1770,7,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell7.jpg,3,3
1771,8,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell8.jpg,3,4
1772,9,5500000013_63X_20190807_S2_P7_C5_annotations_corrected.Actn2_cell9.jpg,3,3
1773,1,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell1.jpg,3,3
1774,2,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell2.jpg,3,3
1775,3,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell3.jpg,2,2
1776,4,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell4.jpg,3,3
1777,5,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell5.jpg,2,2
1778,6,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell6.jpg,1,1
1779,7,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell7.jpg,2,2
1780,8,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell8.jpg,2,2
1781,9,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell9.jpg,3,2
1782,10,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell10.jpg,2,2
1783,11,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell11.jpg,1,2
1784,12,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell12.jpg,2,3
1785,13,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell13.jpg,3,3
1786,14,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell14.jpg,2,2
1787,15,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell15.jpg,2,2
1788,16,5500000013_63X_20190807_S2_P8_C2_annotations_corrected.Actn2_cell16.jpg,0,0
1789,1,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell1.jpg,3,4
1790,2,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell2.jpg,3,3
1791,3,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell3.jpg,3,4
1792,4,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell4.jpg,3,3
1793,5,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell5.jpg,3,3
1794,6,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell6.jpg,3,3
1795,7,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell7.jpg,3,2
1796,8,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell8.jpg,3,3
1797,9,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell9.jpg,4,4
1798,10,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell10.jpg,0,0
1799,11,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell11.jpg,2,1
1800,12,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell12.jpg,4,4
1801,13,5500000013_63X_20190807_S2_P8_C3_annotations_corrected.Actn2_cell13.jpg,3,3
1802,1,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell1.jpg,2,2
1803,2,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell2.jpg,3,3
1804,3,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell3.jpg,3,3
1805,4,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell4.jpg,3,3
1806,5,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell5.jpg,3,3
1807,6,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell6.jpg,4,5
1808,7,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell7.jpg,4,5
1809,8,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell8.jpg,3,3
1810,9,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell9.jpg,3,3
1811,10,5500000013_63X_20190807_S2_P8_C4_annotations_corrected.Actn2_cell10.jpg,3,2
1812,1,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell1.jpg,3,2
1813,2,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell2.jpg,3,3
1814,3,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell3.jpg,3,3
1815,4,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell4.jpg,3,3
1816,5,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell5.jpg,3,3
1817,6,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell6.jpg,3,3
1818,7,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell7.jpg,3,3
1819,8,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell8.jpg,3,3
1820,9,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell9.jpg,3,2
1821,10,5500000013_63X_20190807_S2_P8_C5_annotations_corrected.Actn2_cell10.jpg,1,2
1822,1,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell1.jpg,3,3
1823,2,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell2.jpg,2,2
1824,3,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell3.jpg,3,4
1825,4,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell4.jpg,1,2
1826,5,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell5.jpg,-1,-1
1827,6,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell6.jpg,2,3
1828,7,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell7.jpg,3,3
1829,8,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell8.jpg,1,2
1830,9,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell9.jpg,3,3
1831,10,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell10.jpg,1,2
1832,11,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell11.jpg,3,2
1833,12,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell12.jpg,3,3
1834,13,5500000013_63X_20190807_S2_P9_C2_annotations_corrected.Actn2_cell13.jpg,3,2
1835,1,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell1.jpg,3,4
1836,2,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell2.jpg,3,3
1837,3,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell3.jpg,3,2
1838,4,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell4.jpg,3,4
1839,5,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell5.jpg,3,4
1840,6,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell6.jpg,3,3
1841,7,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell7.jpg,3,3
1842,8,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell8.jpg,3,4
1843,9,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell9.jpg,3,3
1844,10,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell10.jpg,1,2
1845,11,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell11.jpg,3,3
1846,12,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell12.jpg,3,2
1847,13,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell13.jpg,3,2
1848,14,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell14.jpg,3,2
1849,15,5500000013_63X_20190807_S2_P9_C3_annotations_corrected.Actn2_cell15.jpg,3,3
1850,1,5500000013_63X_20190807_S2_P9_C4_annotations_corrected.Actn2_cell1.jpg,3,2
